"","year","state","state.1","poptotal","evangelical_pop","nonwhite","gini_coef","total_expenditure","total_revenue","gsppcap","incomepcap","unemployment","povrate","earned_income_taxcredit","x_sales_taxes","x_tax_burden","x_top_corporateincometaxrate","hou_chamber","sen_chamber","h_diffs","s_diffs","pctfemaleleg","efna_index","vepvotingrate","overall_fin_reg","union_density","innovatescore_boehmkeskinner","citi6013","anti_environment","anti_welfare","anti_race","mathscore4th","readscore4th","sqli","genderrights_state_eras","solaw","w_environment_solar_taxcredit","drugs_medical_marijuana","labor_minwage_abovefed","labor_right_to_work","i_rps"
"1067",1980,"MT","Montana",786690,11,0.052644219,0.49545616,1004970,1153207,NA,9038,6,13.2,NA,0,0.087,6.75,NA,NA,NA,NA,NA,NA,0.66,NA,27.39999962,0.000415,51.35608,0.184986249,0.64673739,0.322050776,NA,NA,NA,1,0,0,NA,0,0,"0"
"1068",1981,"MT","Montana",795328,11,0.065315723,0.50147885,1096301,1269328,NA,10187,6.9,13.1,NA,0,0.084,6.75,NA,NA,NA,NA,11.3,6.1,NA,NA,26.10000038,0.014278,49.60803,0.170974255,0.589915094,0.286677803,NA,NA,NA,1,0,2,NA,0,0,"0"
"1069",1982,"MT","Montana",803986,11,0.066910446,0.54047841,1134840,1331193,NA,10628,8.6,17,NA,0,0.085,6.75,NA,NA,NA,NA,NA,6,0.56,NA,22.5,0.014278,52.16303,0.156962276,0.533092799,0.25130483,NA,NA,NA,1,0,2,NA,0,0,"0"
"1070",1983,"MT","Montana",814031,11,0.068359949,0.56420577,1263307,1399882,NA,11054,8.8,15.4,NA,0,0.084,6.75,NA,NA,NA,NA,12.7,6,NA,NA,18.89999962,0.040248,46.80392,0.086139873,0.503599807,0.212130138,NA,NA,NA,1,0,2,NA,0,0,"0"
"1071",1984,"MT","Montana",820905,11,0.070187576,0.57411033,1385425,1537708,NA,11617,7.4,13.8,NA,0,0.09,6.75,NA,NA,NA,NA,12.7,6,0.66,NA,18.60000038,0.040248,44.05498,0.062797286,0.427053734,0.228765174,NA,NA,NA,1,0,2,NA,0,0,"0"
"1072",1985,"MT","Montana",822320,14.1,0.07120803,0.58494133,1557424,1738331,NA,11762,7.7,16,NA,0,0.09,6.75,NA,NA,NA,NA,14.7,5.7,NA,NA,20.20000076,0.041688,52.40324,0.102502294,0.476964837,0.237341998,NA,NA,NA,1,0,2,NA,0,0,"0"
"1073",1986,"MT","Montana",813739,14.1,0.073452085,0.5860638,1642736,1753593,NA,12350,8.1,16.5,NA,0,0.089,6.75,NA,NA,NA,NA,14.7,5.8,0.56,NA,18.60000038,0.041688,46.60339,0.060590744,0.416511144,0.196809935,NA,NA,NA,1,0,2,NA,0,0,"0"
"1074",1987,"MT","Montana",805063,14.1,0.075063355,0.58683801,1697461,1820582,18165,12848,7.4,18,NA,0,0.089,6.75,NA,NA,NA,NA,15.3,5.8,NA,NA,18.29999924,0.044345,51.95367,0.05870273,0.472499154,0.152941743,NA,NA,NA,1,0,2,NA,0,0,"0"
"1075",1988,"MT","Montana",800202,14.1,0.077036247,0.59767401,1694829,2026198,18116,13241,6.8,14.6,0,0,0.094,6.75,NA,NA,NA,NA,15.3,5.6,0.64,NA,18.39999962,0.044345,49.45443,0.053472478,0.427366808,0.201507056,NA,NA,NA,1,0,2,NA,0,0,"0"
"1076",1989,"MT","Montana",799636,14.1,0.080349997,0.62474495,1879543,2086919,18870,14569,5.9,15.6,0,0,0.091,6.75,NA,NA,NA,NA,18,5.9,NA,NA,18.29999924,0.01509,47.54282,0.050576229,0.420685344,0.197207908,NA,NA,NA,1,0,2,NA,0,0,"0"
"1077",1990,"MT","Montana",799065,14.1,0.081306636,0.58571762,2006936,2270147,19189,15346,5.8,16.3,0,0,0.092,6.75,NA,NA,NA,NA,18,5.7,0.56,NA,18.70000076,0.01509,38.57965,0.048810501,0.426516187,0.173609976,NA,NA,NA,1,0,2,NA,0,0,"0"
"1078",1991,"MT","Montana",807837,14.1,0.082952969,0.59022617,2384343,2358921,19439,16250,6.9,15.4,0,0,0.086,6.75,NA,NA,NA,NA,20.7,5.9,NA,NA,17.79999924,0.061896,40.72721,0.065209262,0.407257201,0.159532337,NA,NA,NA,1,0,2,NA,0,0,"0"
"1079",1992,"MT","Montana",822436,14.1,0.082362533,0.58262932,2459779,2745480,20061,16859,6.7,13.8,0,0,0.094,6.75,NA,NA,NA,NA,20.7,5.7,0.69,13,19.39999962,0.061896,52.43095,0.089825347,0.48650885,0.175867376,NA,NA,32,1,0,2,NA,0,0,"0"
"1080",1993,"MT","Montana",839876,14.1,0.082876191,0.5823772,2663089,3022679,20461,17787,6,14.9,0,0,0.091,6.75,NA,NA,NA,NA,20,5.9,NA,NA,19.29999924,0.054842,52.8883,0.11444144,0.565760498,0.192202415,NA,NA,30,1,0,2,NA,0,0,"0"
"1081",1994,"MT","Montana",854923,14.1,0.084070176,0.57603431,2777675,3166149,20820,17989,5.1,11.5,0,0,0.092,6.75,NA,NA,NA,NA,21.3,5.9,0.56,12,19.20000076,0.054842,46.40368,0.089732312,0.650184862,0.26841827,NA,222.301,32,1,0,2,NA,0,0,"0"
"1082",1995,"MT","Montana",868522,14.8,0.085403912,0.58153588,2987807,3292673,20576,18546,NA,15.3,0,0,0.093,6.75,NA,NA,NA,NA,24,6,NA,NA,16.10000038,0.050695,41.59891,0.103466332,0.620360432,0.240091425,NA,NA,40,1,0,2,NA,0,0,"0"
"1083",1996,"MT","Montana",876656,14.8,0.085343212,0.60271966,3136205,3430411,20696,19261,5.3,17,0,0,0.089,6.75,NA,NA,NA,NA,24,6.1,0.63,12,16.20000076,0.050695,38.33678,0.117200345,0.590536002,0.21176458,227.516,NA,39,1,0,2,0,0,0,"0"
"1084",1997,"MT","Montana",878706,14.8,0.086572245,0.57472479,3203897,3523812,26989,20033,5.4,15.6,0,0,0.09,6.75,0.71,0.822,1.543,1.545,23.3,6.3,NA,NA,14.5,0.051692,27.87995,0.114723139,0.540010234,0.219490828,NA,NA,38,1,0,2,0,0,0,"0"
"1085",1998,"MT","Montana",879533,14.8,0.088557951,0.59269673,3262167,3625865,27808,21459,5.6,16.6,0,0,0.089,6.75,0.71,0.822,1.543,1.545,23.3,6.5,0.51,12,14.39999962,0.051692,41.62103,0.112245932,0.489484466,0.227217076,NA,224.791,40,1,0,2,0,0,0,"0"
"1086",1999,"MT","Montana",882779,14.8,0.090208381,0.59825063,3511965,3725321,28210,22045,5.2,15.8,0,0,0.086,6.75,0.588,0.778,1.475,1.502,24.7,6.5,NA,NA,15.89999962,0.029819,46.01984,0.111268073,0.458629876,0.247277638,NA,NA,41,1,0,2,0,0,0,"0"
"1087",2000,"MT","Montana",903283,14.8,0.088524394,0.58692604,3718168,4204317,28531,23457,4.9,14.1,0,0,0.085,6.75,0.588,0.778,1.475,1.502,24.7,6.7,0.62,12,14.30000019,0.029819,42.37436,0.110290222,0.427775285,0.267338199,228.472,NA,41,1,0,2,0,0,0,"0"
"1088",2001,"MT","Montana",905854,14.8,0.092315674,0.57533896,4048049,4224359,29395,25284,4.6,13.3,0,0,0.084,6.75,0.674,0.697,1.685,1.519,22.7,7.1,NA,NA,13.5,0.040521,49.82409,0.118434221,0.443118104,0.280131511,NA,NA,41,1,0,2,0,0,0,"0"
"1089",2002,"MT","Montana",909859,14.8,0.093873627,0.59556258,4265076,4033180,29508,25635,4.6,13.5,0,0,0.083,6.75,0.674,0.697,1.685,1.519,24,6.7,0.48,11,14.5,0.040521,44.50462,0.126578227,0.458460923,0.292924823,NA,224.163,37,1,0,2,0,0,0,"0"
"1090",2003,"MT","Montana",916754,14.8,0.095521264,0.62867671,4436890,4608118,30515,26915,4.7,15.1,0,0,0.084,6.75,0.64,0.637,1.698,1.519,24.7,7.1,NA,NA,14.5,0.029574,44.64138,0.10016235,0.444424488,0.244741601,235.755,222.747,38,1,0,2,0,0,0,"0"
"1091",2004,"MT","Montana",925969,14.8,0.097051837,0.65260565,4691318,5349008,31378,28489,4.9,14.1,0,0,0.086,6.75,0.64,0.637,1.698,1.519,24.7,6.8,0.64,11,12.19999981,0.029574,44.42615,0.073746473,0.430388053,0.196558378,NA,NA,37,1,0,2,0,0,0,"0"
"1092",2005,"MT","Montana",934888,16.9,0.098838501,0.66921812,4809120,5691644,32005,29975,4.4,13.8,0,0,0.083,6.75,0.015,-0.337,1.824,1.693,24.7,7,NA,NA,11,0.123494,55.12987,0.070285454,0.413459496,0.200536453,240.575,224.552,36,1,0,2,1,0,0,"0"
"1093",2006,"MT","Montana",945428,16.9,0.099366136,0.66426408,5194561,6130467,32417,31959,3.5,13.5,0,0,0.087,6.75,0.015,-0.337,1.824,1.693,24.7,7.1,0.56,11,12.69999981,0.123494,43.5901,0.066824444,0.396530938,0.204514527,NA,NA,37,1,0,2,1,0,0,"0"
"1094",2007,"MT","Montana",956624,16.9,0.117798932,0.66027045,5553079,7128138,33379,33651,3.6,13,0,0,0.086,6.75,0.116,0.125,1.87,1.804,24.7,6.9,NA,NA,13.69999981,0.152919,59.75659,0.078989759,0.393341812,0.182081258,243.619,226.667,37,1,0,2,1,1,0,"0"
"1095",2008,"MT","Montana",967440,16.9,0.120771311,0.65600842,6137669,6402859,32718,35302,5.1,12.9,0,0,0.087,6.75,0.116,0.125,1.87,1.804,24.7,6.9,0.66,11,12.30000019,0.152919,62.69925,0.091155067,0.390152686,0.159647988,NA,NA,31,1,0,2,1,0,0,"1"
"1096",2009,"MT","Montana",983982,16.9,0.1238814,0.64026511,6268607,4828033,31979,33708,6.8,13.5,0,0,0.09,6.75,NA,NA,NA,NA,26,6.6,NA,NA,13.89999962,0.011429,53.81427,0.118762471,0.427937724,0.187430826,244.401,224.652,26,1,0,2,1,0,0,"1"
"1097",2010,"MT","Montana",990697,16.9,0.052618995,0.6125893,7052380,7141352,32101,35068,7.3,14,0,0,0.086,6.75,NA,NA,NA,NA,26,6.6,0.48,11,12.69999981,0.011429,44.54412,0.146369874,0.465722762,0.215213664,NA,NA,31,1,0,2,1,0,0,"1"
"1098",2011,"MT","Montana",997316,16.9,0.117472447,0.61573535,7105366,7935174,NA,38172,6.9,16.5,0,0,NA,6.75,0.856,0.75,2.138,1.939,24,6.8,NA,NA,13,NA,53.61443,0.143232837,0.483420533,0.197105032,243.797,225.144,35,1,0,2,1,1,0,"1"
"1099",2012,"MT","Montana",1005141,16.9,NA,0.63094223,7062896,6572074,NA,40303,6,13.4,0,0,NA,6.75,0.856,0.75,2.138,1.939,24,6.9,0.63,11,NA,NA,55.29403,0.1400958,0.501118303,0.178996401,NA,NA,23,1,0,2,1,1,0,"1"
"1100",2013,"MT","Montana",1015165,16.9,NA,0.60549855,7073354,8005895,NA,40152,5.4,14.5,0,0,NA,6.75,0.789,0.777,2.244,1.958,27.3,6.9,NA,NA,NA,NA,49.57113,NA,NA,NA,NA,NA,NA,1,0,2,1,NA,0,"1"
"1101",2014,"MT","Montana",1023579,NA,NA,NA,7270932,8946019,NA,41869,4.7,12,0,0,NA,6.75,0.789,0.777,2.244,1.958,27.3,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,1,NA,0,"1"
"1102",2015,"MT","Montana",1032949,NA,NA,NA,7451676,7487622,NA,43583,4.2,11.9,NA,NA,NA,NA,0.797,0.751,2.273,2.024,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1103",2016,"MT","Montana",1042520,NA,NA,NA,7115326,6862804,NA,43970,4.1,11.7,NA,NA,NA,NA,0.797,0.751,2.273,2.024,31.3,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1104",2017,"MT","Montana",1050493,NA,NA,NA,7727815,8775258,NA,46138,4,9.7,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1105",2018,"MT","Montana",1060665,NA,NA,NA,7806473,10981286,NA,48141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1106",2019,"MT","Montana",1068778,NA,NA,NA,NA,NA,NA,49684,NA,NA,NA,0,NA,6.75,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1107",2020,"MT","Montana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1108",1980,"NC","North Carolina",5881766,32.400002,0.241662696,0.4757857,5732544,6201826,NA,8183,6.5,15,NA,3,0.092,6,NA,NA,NA,NA,NA,NA,0.44,NA,8.100000381,0.017722,24.59957,0.162995711,0.600420755,0.27494719,NA,NA,NA,0,0,2,NA,0,1,"0"
"1109",1981,"NC","North Carolina",5956653,32.400002,0.246055737,0.48568603,6571443,6720524,NA,9142,6.4,17.5,NA,3,0.09,6,NA,NA,NA,NA,12.9,6.4,NA,NA,8,0.015302,32.32986,0.138790637,0.502559799,0.290373638,NA,NA,NA,0,0,2,NA,0,1,"0"
"1110",1982,"NC","North Carolina",6019101,32.400002,0.246061474,0.47924945,6850703,7128334,NA,9711,9,20.3,NA,3,0.091,6,NA,NA,NA,NA,NA,6.4,0.3,NA,7.900000095,0.015302,23.84446,0.114585549,0.404698844,0.305800086,NA,NA,NA,0,0,2,NA,0,1,"0"
"1111",1983,"NC","North Carolina",6077056,32.400002,0.246196151,0.47662359,7231826,7661975,NA,10500,8.9,15.8,NA,3,0.092,6,NA,NA,NA,NA,14.1,6.6,NA,NA,7.800000191,0.041801,36.11637,0.086213186,0.473579258,0.251468657,NA,NA,NA,0,0,2,NA,0,1,"0"
"1112",1984,"NC","North Carolina",6164006,32.400002,0.246110484,0.47741842,7587635,8734552,NA,11771,6.7,14.6,NA,3,0.093,6,NA,NA,NA,NA,13.5,6.9,0.48,NA,7.5,0.041801,30.8966,0.113033004,0.445595871,0.222125408,NA,NA,NA,0,0,2,NA,0,1,"0"
"1113",1985,"NC","North Carolina",6253954,40,0.246070355,0.48472616,8492053,9878777,NA,12592,5.4,14.2,NA,3,0.093,6,NA,NA,NA,NA,11.8,7,NA,NA,6.5,0.03002,28.79924,0.097738855,0.489050754,0.378204113,NA,NA,NA,0,0,2,NA,0,1,"0"
"1114",1986,"NC","North Carolina",6321578,40,0.246251822,0.49508023,9369491,10801092,NA,13393,5.3,14.3,NA,3,0.093,6,NA,NA,NA,NA,11.8,7,0.34,NA,5.699999809,0.03002,38.98446,0.077065043,0.415292328,0.222903651,NA,NA,NA,0,0,2,NA,0,1,"0"
"1115",1987,"NC","North Carolina",6403700,40,0.246943161,0.50938153,10133313,11913780,22998,14241,4.5,13.8,NA,3,0.096,7,NA,NA,NA,NA,14.1,7,NA,NA,5.599999905,0.030718,43.52319,0.078280583,0.488472513,0.210016588,NA,NA,NA,0,0,2,NA,0,1,"0"
"1116",1988,"NC","North Carolina",6480594,40,0.247816846,0.52840239,11034518,12726542,24043,15341,3.6,12.6,0,3,0.096,7,NA,NA,NA,NA,14.1,7.1,0.45,NA,6.400000095,0.030718,47.9604,0.074064001,0.464265592,0.315578529,NA,NA,NA,0,0,2,NA,0,1,"0"
"1117",1989,"NC","North Carolina",6565459,40,0.248791009,0.55232167,12366252,13532556,24515,16454,3.5,12.2,0,3,0.093,7,NA,NA,NA,NA,14.7,7.2,NA,NA,5.599999905,0.028978,39.18967,0.028013747,0.470508528,0.268234018,NA,NA,NA,0,0,2,NA,0,1,"0"
"1118",1990,"NC","North Carolina",6632448,40,0.249787539,0.54372597,13492830,14625482,24309,17194,4.1,13,0,3,0.096,7,NA,NA,NA,NA,14.1,7.1,0.42,NA,5.300000191,0.028978,34.76582,0.056779638,0.404239616,0.159928437,NA,NA,NA,0,0,2,NA,0,1,"0"
"1119",1991,"NC","North Carolina",6748135,40,0.251846164,0.54179651,15036215,15266228,23914,17691,5.8,14.5,0,4,0.096,7.75,NA,NA,NA,NA,14.7,6.9,NA,NA,5.300000191,0.121778,43.93537,0.047953006,0.453910784,0.114616968,NA,NA,NA,0,0,2,NA,0,1,"0"
"1120",1992,"NC","North Carolina",6831850,40,0.253997952,0.54204696,16045514,17663941,24825,18886,5.9,15.8,0,4,0.099,7.75,NA,NA,NA,NA,14.7,6.8,0.51,13,4.900000095,0.121778,42.7314,0.072195701,0.521771781,0.184987599,212.884,211.546,38,0,0,2,NA,0,1,"0"
"1121",1993,"NC","North Carolina",6947412,40,0.255811006,0.53946602,16915667,19373997,25086,19704,4.9,14.4,0,4,0.1,7.75,NA,NA,NA,NA,18.2,6.8,NA,NA,5.699999809,0.090566,41.92045,0.096438393,0.589632779,0.25535823,NA,NA,38,0,0,2,NA,0,1,"0"
"1122",1994,"NC","North Carolina",7060959,40,0.257744372,0.53513235,18625431,21050902,26401,20630,4.4,14.2,0,4,0.101,7.75,NA,NA,NA,NA,17.6,6.8,0.3,13,5.199999809,0.090566,40.627,0.061763071,0.666102746,0.366323449,NA,214.358,36,0,0,2,NA,0,1,"0"
"1123",1995,"NC","North Carolina",7185403,26.1,0.259349346,0.54041588,20436613,22462479,27102,21615,NA,12.6,0,4,0.099,7.75,0.298,NA,1.15,NA,16.5,6.9,NA,NA,4.300000191,0.136869,41.13757,0.085096672,0.625708564,0.31341291,NA,NA,36,0,0,2,NA,0,1,"0"
"1124",1996,"NC","North Carolina",7307658,26.1,0.261354804,0.55964977,21220754,23387492,27565,22714,4.3,12.2,0,4,0.096,7.75,0.298,NA,1.15,NA,16.5,7.1,0.46,13,4.199999809,0.136869,42.2868,0.108430266,0.585314382,0.260502371,224.325,NA,35,0,0,2,0,0,1,"0"
"1125",1997,"NC","North Carolina",7428672,26.1,0.263338417,0.54878461,22864451,25526697,35248,23945,3.6,11.4,0,4,0.095,7.5,0.199,-0.548,1.144,1.821,17.1,7.1,NA,NA,3.799999952,0.052081,42.32943,0.083398089,0.543115368,0.236757154,NA,NA,28,0,0,2,0,0,1,"0"
"1126",1998,"NC","North Carolina",7545828,26.1,0.26527974,0.55391061,24604942,33326975,36050,25301,3.5,14,0,4,0.095,7.25,0.199,-0.548,1.144,1.821,17.6,7.1,0.36,13,4.300000191,0.052081,44.68054,0.058365904,0.500916354,0.213011936,NA,212.901,35,0,0,2,0,0,1,"0"
"1127",1999,"NC","North Carolina",7650789,26.1,0.267110825,0.55559307,26830081,34063932,38139,26326,3.2,13.8,0,4,0.094,7,-0.087,-0.613,1.176,1.753,18.2,7.1,NA,NA,3.299999952,0.144475,51.29491,0.058329619,0.486193742,0.218487733,NA,NA,35,0,0,2,0,0,1,"0"
"1128",2000,"NC","North Carolina",8078824,26.1,0.287998021,0.56276333,29615132,34361400,39145,27906,3.6,12.5,0,4,0.092,6.9,-0.087,-0.613,1.176,1.753,18.2,7.2,0.51,13,3.700000048,0.144475,38.042,0.058293339,0.471471129,0.223963531,229.902,NA,35,0,0,2,0,0,1,"0"
"1129",2001,"NC","North Carolina",8199913,26.1,0.294050962,0.54964316,31626851,32202748,39049,28359,5.5,12.5,0,4,0.093,6.9,-0.053,-0.559,1.202,1.643,18.8,7.4,NA,NA,3.700000048,0.159004,47.02398,0.067333385,0.449380687,0.24089732,NA,NA,35,0,0,2,0,0,1,"0"
"1130",2002,"NC","North Carolina",8311263,26.1,0.297294676,0.55172098,33123528,31523608,38932,28428,6.7,14.3,0,4,0.094,6.9,-0.053,-0.559,1.202,1.643,18.8,7,0.4,13,3.5,0.159004,44.0265,0.076373436,0.427290245,0.257831109,NA,221.634,39,0,0,2,0,0,1,"0"
"1131",2003,"NC","North Carolina",8409660,26.1,0.300201416,0.56611073,34360977,30042985,38910,28934,6.5,15.7,0,4.5,0.095,6.9,0.25,-0.417,1.312,1.641,20.6,7.3,NA,NA,3.099999905,0.0696,50.54713,0.084177434,0.392213903,0.210375425,242.04,221.221,41,0,0,2,0,0,1,"0"
"1132",2004,"NC","North Carolina",8523199,26.1,0.303341776,0.5854125,37094848,44371161,39283,30480,5.4,14.6,0,4.5,0.096,6.9,0.25,-0.417,1.312,1.641,21.2,6.9,0.58,14,2.799999952,0.0696,45.62774,0.091981441,0.357137561,0.16291974,NA,NA,38,0,0,2,0,0,1,"0"
"1133",2005,"NC","North Carolina",8661061,27.9,0.306637794,0.60213363,39777802,44892190,40776,31905,5.2,13.1,0,4.5,0.097,6.9,-0.128,-0.44,1.35,1.596,22.9,7.2,NA,NA,3,0.195678,52.75735,0.087517813,0.357116083,0.185839181,241.236,217.134,32,0,0,2,0,0,1,"0"
"1134",2006,"NC","North Carolina",8845343,27.9,0.309983492,0.61630142,40516133,45474328,41528,33373,4.7,13.8,0,4.5,0.1,6.9,-0.128,-0.44,1.35,1.596,22.9,7.3,0.31,14,3.299999952,0.195678,54.12387,0.083054177,0.357094605,0.208758621,NA,NA,25,0,0,2,0,0,1,"0"
"1135",2007,"NC","North Carolina",9041594,27.9,0.324501663,0.61779946,43051173,50940593,41694,34761,4.7,15.5,0,4.5,0.1,6.9,-0.207,-0.44,1.384,1.513,25.9,7.2,NA,NA,3,0.00303,55.01758,0.124737859,0.375919466,0.164066082,241.618,217.934,23,0,0,2,0,1,1,"0"
"1136",2008,"NC","North Carolina",9222414,27.9,0.327894181,0.61831099,45932844,50387762,40342,35740,6.1,13.9,1,4.25,0.102,6.9,-0.201,-0.44,1.355,1.513,26.5,7.1,0.66,14,3.5,0.00303,62.43189,0.166421533,0.394744327,0.119373542,NA,NA,24,0,0,2,0,0,1,"0"
"1137",2009,"NC","North Carolina",9449566,27.9,0.331906348,0.60137153,48586378,30150407,38947,34108,10.6,16.9,1,5.75,0.1,6.9,-0.201,-0.447,1.487,1.507,25.9,6.9,NA,NA,3.099999905,0,49.59364,0.14606069,0.402545026,0.158253731,243.778,219.296,20,0,0,2,0,0,1,"0"
"1138",2010,"NC","North Carolina",9574323,27.9,0.246701762,0.58449775,52189891,57467430,39808,34977,10.9,17.4,1,5.75,0.099,6.9,-0.207,-0.423,1.537,1.5,25.9,6.6,0.39,14,3.200000048,0,45.64767,0.125699848,0.410345724,0.19713392,NA,NA,19,0,0,2,0,0,1,"1"
"1139",2011,"NC","North Carolina",9657592,27.9,0.341730684,0.58933288,53088745,63194017,NA,36759,10.3,15.4,1,4.75,NA,6.9,0.668,0.776,1.594,1.574,22.4,6.7,NA,NA,2.900000095,NA,44.05396,0.148289084,0.419241169,0.204916211,244.518,221.357,11,0,0,2,0,0,1,"1"
"1140",2012,"NC","North Carolina",9752073,27.9,NA,0.59843075,53624402,56469252,NA,38959,9.3,17.2,1,4.75,NA,6.9,0.676,0.783,1.626,1.592,24.7,6.9,0.65,14,NA,NA,40.78954,0.170878321,0.428136614,0.212698502,NA,NA,16,0,0,2,0,0,1,"1"
"1141",2013,"NC","North Carolina",9848060,27.9,NA,0.58831131,53625862,60054286,NA,38188,8,18.6,1,4.75,NA,6,0.76,0.845,1.641,1.55,21.8,6.9,NA,NA,NA,NA,43.66756,NA,NA,NA,NA,NA,NA,0,0,2,0,NA,1,"1"
"1142",2014,"NC","North Carolina",9943964,NA,NA,NA,51539266,62098794,NA,40051,6.3,17.1,1,4.75,NA,6,0.762,0.864,1.641,1.616,21.8,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,0,NA,1,"1"
"1143",2015,"NC","North Carolina",10042802,NA,NA,NA,52505021,54782460,NA,41816,5.8,15.3,NA,NA,NA,NA,0.739,0.827,1.618,1.664,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1144",2016,"NC","North Carolina",10146788,NA,NA,NA,53857036,55216582,NA,42787,5.1,13.6,NA,NA,NA,NA,0.734,0.827,1.597,1.664,22.9,NA,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1145",2017,"NC","North Carolina",10273419,NA,NA,NA,58444539,68162356,NA,44376,4.6,14.5,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1146",2018,"NC","North Carolina",10381615,NA,NA,NA,61072505,67302674,NA,46172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1147",2019,"NC","North Carolina",10488084,NA,NA,NA,NA,NA,NA,47706,NA,NA,NA,4.75,NA,2.5,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1148",2020,"NC","North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"1149",1980,"ND","North Dakota",652717,10.2,0.036953293,0.52332395,909916,1013328,NA,7894,4.9,15.5,NA,3,0.096,8.5,NA,NA,NA,NA,NA,NA,0.65,NA,14.80000019,0.000194,47.59442,0.226700768,0.674246495,0.368785903,NA,NA,NA,0,0,0,NA,0,1,"0"
"1150",1981,"ND","North Dakota",659505,10.2,0.045721211,0.54937631,1013471,1204469,NA,10300,5,14.2,NA,3,0.095,8.5,NA,NA,NA,NA,12,6.7,NA,NA,14.69999981,0.000503,52.65757,0.173329294,0.630853574,0.382059399,NA,NA,NA,0,0,0,NA,0,1,"0"
"1151",1982,"ND","North Dakota",668972,10.2,0.045886397,0.556503,1190922,1285713,NA,11009,5.9,12.9,NA,3,0.084,7,NA,NA,NA,NA,NA,6.6,0.55,NA,14.19999981,0.000503,60.36083,0.119957812,0.587460652,0.395332895,NA,NA,NA,0,0,0,NA,0,1,"0"
"1152",1983,"ND","North Dakota",676688,10.2,0.0473161,0.556683,1301979,1329723,NA,11417,5.6,15,NA,4,0.084,10.5,NA,NA,NA,NA,11.9,6.3,NA,NA,13.69999981,0.039752,73.87022,0.103164166,0.502779881,0.182701485,NA,NA,NA,0,0,0,NA,0,1,"0"
"1153",1984,"ND","North Dakota",680497,10.2,0.047755882,0.55369002,1440025,1552618,NA,12268,5.1,15.4,NA,4,0.095,10.5,NA,NA,NA,NA,10.7,6.3,0.64,NA,12.69999981,0.039752,69.93698,0.05386148,0.331362479,0.177404203,NA,NA,NA,0,0,0,NA,0,1,"0"
"1154",1985,"ND","North Dakota",676980,12.2,0.04988331,0.54938704,1541117,1651233,NA,12728,5.9,15.9,NA,4,0.091,10.5,NA,NA,NA,NA,11.3,6.2,NA,NA,11.80000019,0.014059,65.00886,0.209085867,0.528393749,0.310120306,NA,NA,NA,0,0,0,NA,0,1,"0"
"1155",1986,"ND","North Dakota",669512,12.2,0.051934328,0.54641688,1537096,1564661,NA,13025,6.3,13.5,NA,4,0.09,10.5,NA,NA,NA,NA,11.3,6.3,0.61,NA,11.89999962,0.014059,74.93324,0.074593924,0.399027417,0.231588472,NA,NA,NA,0,0,0,NA,0,1,"0"
"1156",1987,"ND","North Dakota",661136,12.2,0.052662633,0.5494684,1585321,1545312,19775,13589,5.2,11.4,NA,5.5,0.092,10.5,NA,NA,NA,NA,12.6,6.2,NA,NA,12.80000019,0.000523,68.88598,0.130079165,0.592944887,0.282824335,NA,NA,NA,0,0,0,NA,0,1,"0"
